,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Solnechnyy,RU,50.7214,136.6319,42.53,98,100,2.75,moderate rain
349,Pochutla,MX,15.7432,-96.4661,85.82,58,3,1.48,clear sky
350,Kavaratti,IN,10.5669,72.642,84.13,73,77,10.94,broken clouds
351,Weiser,US,44.251,-116.9693,55.87,71,87,2.51,overcast clouds
352,Touros,BR,-5.1989,-35.4608,86.9,60,21,15.57,few clouds
353,Lata,PT,40.1629,-8.3327,69.71,51,87,11.59,overcast clouds
354,Saskylakh,RU,71.9167,114.0833,38.73,96,95,9.01,overcast clouds
355,Ambovombe,MG,-25.1667,46.0833,69.84,74,20,14.63,few clouds
356,Eston,CA,51.1501,-108.7514,46.53,91,100,10.98,moderate rain
357,Statesboro,US,32.4488,-81.7832,80.74,53,1,4.61,clear sky
358,Kanash,RU,55.5086,47.4956,67.59,68,100,8.12,overcast clouds
359,Pereslavl-Zalesskiy,RU,56.7393,38.8563,65.21,51,38,9.17,scattered clouds
360,Pangkalanbuun,ID,-2.6833,111.6167,75.69,97,11,3.13,few clouds
361,San Cristobal,VE,7.7669,-72.225,77.18,74,100,5.97,overcast clouds
362,Sicamous,CA,50.8331,-118.9856,63.57,94,100,1.25,overcast clouds
363,Toora-Khem,RU,52.4675,96.11,47.53,91,100,7.05,overcast clouds
364,Praxedis Guerrero,MX,31.3667,-106.0167,75.56,46,0,2.95,clear sky
365,Emborion,GR,40.4833,21.55,88.32,39,0,4.07,clear sky
366,Tineo,ES,43.3376,-6.4145,56.25,51,89,6.55,overcast clouds
367,Leshukonskoye,RU,64.8989,45.7622,39.15,92,100,8.88,overcast clouds
368,Dennery,LC,13.8996,-60.8879,86.13,71,40,18.7,scattered clouds
369,Guerrero Negro,MX,27.9769,-114.0611,60.39,85,64,6.44,broken clouds
370,Marawi,PH,7.9986,124.2928,74.64,93,93,0.96,light rain
371,Ajdabiya,LY,30.7554,20.2263,94.32,10,0,3.71,clear sky
372,Bambous Virieux,MU,-20.3428,57.7575,72.21,69,75,14.47,broken clouds
373,Dzerzhinskoye,RU,56.8344,95.2283,53.06,61,100,8.5,overcast clouds
374,Mercedes,AR,-34.6515,-59.4307,58.86,65,10,10.85,clear sky
375,Halifax,CA,44.6453,-63.5724,53.22,46,0,1.99,clear sky
376,Ahuimanu,US,21.4447,-157.8378,73.45,88,1,5.75,clear sky
377,Grenada,ES,37.1882,-3.6067,76.77,32,20,1.01,few clouds
378,Avera,US,33.194,-82.5271,84.67,51,29,1.52,scattered clouds
379,Peniche,PT,39.3558,-9.3811,70.61,72,16,16.93,few clouds
380,Shimoda,JP,34.6667,138.95,65.16,86,100,2.57,overcast clouds
381,Cockburn Town,TC,21.4612,-71.1419,82.36,65,40,11.5,scattered clouds
382,Bida,NG,9.0833,6.0167,99.61,38,50,3.49,scattered clouds
383,Poum,NC,-20.2333,164.0167,73.58,58,3,19.93,clear sky
384,Isilkul,RU,54.9109,71.2728,81.79,50,65,4.92,broken clouds
385,Irbeyskoye,RU,55.6428,95.4522,50.52,81,27,6.11,scattered clouds
386,Lokosovo,RU,61.1333,74.8167,59.52,41,100,7.58,overcast clouds
387,Beloha,MG,-25.1667,45.05,70.72,66,36,10.33,scattered clouds
388,Vao,NC,-22.6667,167.4833,70.38,64,1,19.71,clear sky
389,Kamwenge,UG,0.1866,30.4539,71.46,76,84,2.82,light rain
390,Puerto Del Rosario,ES,28.5004,-13.8627,74.88,60,20,21.85,few clouds
391,Isangel,VU,-19.55,169.2667,69.93,75,77,9.78,broken clouds
392,Jalu,LY,29.0331,21.5482,95.9,7,0,9.08,clear sky
393,Rabat,MA,33.9911,-6.8401,74.05,53,0,20.27,clear sky
394,Merano,IT,46.6682,11.1595,61.84,98,100,1.1,light rain
395,Kaeo,NZ,-35.1,173.7833,55.33,73,98,14.16,overcast clouds
396,Nortelandia,BR,-14.4547,-56.8028,75.02,63,97,4.92,overcast clouds
397,Casper,US,42.8666,-106.3131,53.51,48,1,24,clear sky
398,Mayahi,NE,13.9553,7.6712,108.19,5,70,9.24,broken clouds
399,Lucapa,AO,-8.4192,20.7447,84.04,27,11,5.88,few clouds
400,Sampit,ID,-2.5333,112.95,77.95,89,85,2.82,overcast clouds
401,Tromso,NO,69.6496,18.957,47.05,45,0,14.97,clear sky
402,Puerto Escondido,MX,15.85,-97.0667,83.23,78,1,5.75,clear sky
403,Starkville,US,33.4504,-88.8184,79.95,65,83,3.42,broken clouds
404,Srednekolymsk,RU,67.45,153.6833,45.61,55,0,7.78,clear sky
405,Pokhara,NP,28.2333,83.9833,78.44,45,21,5.61,few clouds
406,Uyuni,BO,-20.4597,-66.825,45.46,10,21,8.28,few clouds
407,Cedar City,US,37.6775,-113.0619,47.39,45,1,0,clear sky
408,Dombas,NO,62.0696,9.1235,43.81,94,100,8.46,overcast clouds
409,Moyo,UG,3.6609,31.7247,76.33,75,90,4.9,overcast clouds
410,Coquimbo,CL,-29.9533,-71.3436,56.93,59,0,2.62,clear sky
411,Nikki,BJ,9.9401,3.2108,102.74,24,20,7.25,few clouds
412,Vilyuysk,RU,63.7553,121.6247,47.05,62,98,2.98,overcast clouds
413,Sadiqabad,PK,28.3062,70.1307,105.58,14,4,8.55,clear sky
414,Pringsewu,ID,-5.3582,104.9744,75.18,96,27,2.04,scattered clouds
415,Kimbe,PG,-5.5502,150.1429,78.37,87,100,5.97,overcast clouds
416,Hay River,CA,60.8156,-115.7999,35.58,87,90,12.66,overcast clouds
417,Sakakah,SA,29.9697,40.2064,90.97,15,0,19.22,clear sky
418,Ust-Kuyga,RU,70.0167,135.6,36,74,11,0.83,few clouds
419,Bastia,FR,42.6667,9.3333,65.53,91,75,5.01,light rain
420,Terralba,IT,39.7192,8.6392,71.89,74,61,15.23,broken clouds
421,Bandarbeyla,SO,9.4942,50.8122,83.3,68,5,27.76,clear sky
422,Puerto Ayacucho,VE,5.6639,-67.6236,82.85,78,97,1.16,overcast clouds
423,Aksaray,TR,38.3726,34.0254,71.19,36,1,13.82,clear sky
424,Dunedin,NZ,-45.8742,170.5036,42.8,84,29,3,scattered clouds
425,Salaga,GH,8.5508,-0.5188,100.24,31,23,6.15,few clouds
426,Lodja,CD,-3.4833,23.4333,88.7,43,75,2.44,broken clouds
427,Pimenta Bueno,BR,-11.6725,-61.1936,74.01,86,100,4.7,overcast clouds
428,Thompson,CA,55.7435,-97.8558,50.16,71,75,3.44,broken clouds
429,Uvira,CD,-3.4067,29.1458,77.38,75,48,9.95,light rain
430,Watertown,US,42.3709,-71.1828,66.69,48,75,5.01,broken clouds
431,Tapes,BR,-30.6733,-51.3958,57.85,63,91,17.38,overcast clouds
432,Kapit,MY,2.0167,112.9333,74.59,91,52,2.57,broken clouds
433,Kantang,TH,7.4054,99.5156,80.51,84,93,3.71,overcast clouds
434,Ostrovnoy,RU,68.0531,39.5131,36.45,64,96,16.22,overcast clouds
435,Bumba,CD,2.1833,22.4667,90.7,44,55,2.48,broken clouds
436,Dubbo,AU,-32.25,148.6167,53.73,87,100,11.5,overcast clouds
437,Gondanglegi,ID,-7.7479,112.0132,75.63,93,55,7.87,light rain
438,Oranjemund,NA,-28.55,16.4333,68.25,60,100,6.98,overcast clouds
439,Marsh Harbour,BS,26.5412,-77.0636,74.64,63,0,9.91,clear sky
440,Sicuani,PE,-14.2694,-71.2261,42.46,77,98,2.91,overcast clouds
441,Nishihara,JP,26.1842,127.7558,78.08,92,75,7.4,broken clouds
442,Cervo,ES,43.6702,-7.4101,62.19,66,92,17.81,overcast clouds
443,Roald,NO,62.5833,6.1333,59.92,87,40,13.8,scattered clouds
444,Sweetwater,US,25.7634,-80.3731,83.01,56,40,1.99,scattered clouds
445,Yerbogachen,RU,61.2767,108.0108,46.33,38,35,5.95,scattered clouds
446,Shakawe,BW,-18.3667,21.85,80.17,21,0,7.96,clear sky
447,Lasem,ID,-6.6922,111.4527,79.99,80,16,5.23,few clouds
448,Mimongo,GA,-1.6195,11.6068,81.34,77,62,2.28,moderate rain
449,Castellana Grotte,IT,40.8864,17.1655,88.41,32,10,18.37,clear sky
450,Luchegorsk,RU,46.4764,134.2569,48.65,95,100,3.38,overcast clouds
451,Podgorodnyaya Pokrovka,RU,51.8281,54.9874,93.33,29,1,6.42,clear sky
452,Krasnogorskoye,RU,52.2953,86.1979,60.1,94,11,6.46,light rain
453,Maromitsa,RU,59.8683,48.0123,63.66,48,14,12.95,few clouds
454,Nouakchott,MR,18.0858,-15.9785,82.33,72,44,12.73,scattered clouds
455,Antofagasta,CL,-23.65,-70.4,58.28,64,92,4.12,overcast clouds
456,Taoudenni,ML,22.6783,-3.9836,111.81,9,6,1.59,clear sky
457,Kenai,US,60.5544,-151.2583,43.14,75,1,5.75,clear sky
458,Fort Frances,CA,48.5999,-93.4003,55.62,64,97,3,overcast clouds
459,Sechura,PE,-5.5569,-80.8222,70.14,78,31,8.37,scattered clouds
460,Amparafaravola,MG,-17.5833,48.2167,65.25,77,0,2.08,clear sky
461,Aykhal,RU,66,111.5,41.81,56,12,5.59,few clouds
462,Malazgirt,TR,39.1427,42.5401,62.33,54,100,2.28,moderate rain
463,Diffa,NE,13.3154,12.6113,106.81,5,65,17.36,broken clouds
464,Dzaoudzi,YT,-12.7887,45.2699,80.49,65,0,13.8,clear sky
465,Maldonado,UY,-34.6667,-54.9167,56.59,75,63,16.51,broken clouds
466,Khani,GE,41.9563,42.9566,58.57,86,82,4.32,broken clouds
467,Jiangyou,CN,31.7667,104.7167,66.51,69,78,0.98,light rain
468,Bathsheba,BB,13.2167,-59.5167,86.61,67,20,18.95,few clouds
469,Akyab,MM,20.15,92.9,84.88,78,94,28.77,light rain
470,Half Moon Bay,US,37.4636,-122.4286,55,92,90,6.91,overcast clouds
471,Varkkallai,IN,8.7341,76.7067,85.78,84,100,8.03,overcast clouds
472,Sheridan,US,44.8333,-106.9173,61.18,31,1,7,clear sky
473,Huangnihe,CN,43.5583,128.0239,42.39,61,90,4.09,overcast clouds
474,Dingle,PH,10.9995,122.6711,79.88,80,8,2.06,clear sky
475,Beinamar,TD,8.6698,15.3813,104.13,15,91,5.57,overcast clouds
476,Anadyr,RU,64.75,177.4833,39.7,69,0,11.07,clear sky
477,Komsomolskiy,UZ,40.4272,71.7189,78.22,31,100,4.61,overcast clouds
478,Lavrentiya,RU,65.5833,-171,30.04,85,95,13.09,overcast clouds
479,Fairlie,GB,55.756,-4.8556,53.51,87,100,11.01,light rain
480,Xingyi,CN,24.1877,102.817,63.84,86,100,3.83,overcast clouds
481,Carahue,CL,-38.7,-73.1667,52,87,100,4.81,overcast clouds
482,Port Blair,IN,11.6667,92.75,82.83,82,100,20.89,overcast clouds
483,Tawang,IN,27.5833,91.8667,55.62,93,70,0.87,broken clouds
484,Cururupu,BR,-1.8283,-44.8683,88.29,55,79,7.05,broken clouds
485,Torquay,GB,50.4638,-3.5143,54.59,87,49,5.99,scattered clouds
486,Dukat,RU,62.55,155.55,25.84,96,30,1.23,scattered clouds
487,Lumding,IN,25.7535,93.1732,78.35,92,77,2.55,moderate rain
488,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,57,100,6.08,overcast clouds
489,Baykit,RU,61.67,96.37,42.35,94,100,7.49,overcast clouds
490,Baruun-Urt,MN,46.6806,113.2792,41.83,53,100,10.27,overcast clouds
491,Cayon,KN,17.35,-62.7333,85.53,70,20,16.11,few clouds
492,Thinadhoo,MV,0.5333,72.9333,84.85,71,94,16.06,overcast clouds
493,Broome,US,42.2506,-75.833,65.7,60,100,1.99,overcast clouds
494,Pangody,RU,65.85,74.4859,42.33,39,80,17.22,broken clouds
495,Terra Nova,BR,-12.3667,-40.6667,81.18,40,35,4.61,scattered clouds
496,Maibong,IN,25.3,93.1667,78.69,85,45,1.34,moderate rain
497,Qui Nhon,VN,13.7667,109.2333,80.82,84,100,0.76,overcast clouds
498,Bud,US,39.447,-86.1758,80.58,68,100,5.66,overcast clouds
499,Fukagawa,JP,43.7081,142.0392,51.85,95,100,0.92,overcast clouds
500,Khandyga,RU,62.6667,135.6,44.33,79,100,6.98,overcast clouds
501,Pastavy,BY,55.1168,26.8326,60.39,54,30,11.07,scattered clouds
502,Karratha,AU,-20.7377,116.8463,72.88,53,80,9.51,broken clouds
503,Pahrump,US,36.2083,-115.9839,66.18,30,0,1.01,clear sky
504,Buriti Bravo,BR,-5.8372,-43.8336,87.91,49,59,5.03,broken clouds
505,Novikovo,RU,51.1537,37.8879,67.89,52,97,8.88,moderate rain
506,Tshikapa,CD,-6.4167,20.8,90.81,29,57,3.85,broken clouds
507,Richards Bay,ZA,-28.783,32.0377,71.15,67,0,13.85,clear sky
508,Husavik,IS,66.0449,-17.3389,44.51,70,98,6.6,overcast clouds
509,Creel,MX,27.75,-107.6333,57.24,31,1,2.06,clear sky
510,Spassk,RU,52.747,87.7545,57.58,98,99,3,light rain
511,Dudinka,RU,69.4058,86.1778,31.44,98,100,16.4,snow
512,Saint-Francois,FR,46.4154,3.9054,63.84,55,20,13.8,few clouds
513,Craig,US,40.5153,-107.5464,42.17,65,1,3.44,clear sky
514,Broken Hill,AU,-31.95,141.4333,64.38,44,0,20.33,clear sky
515,Atherton,GB,53.5237,-2.4935,57.22,69,100,7,overcast clouds
516,Salinas,US,36.6777,-121.6555,56.05,87,90,0,overcast clouds
517,Pascagoula,US,30.3658,-88.5561,83.55,68,1,6.4,clear sky
518,Grand Gaube,MU,-20.0064,57.6608,72.37,77,8,5.01,light rain
519,Aksehir,TR,38.3575,31.4164,75.47,24,34,9.42,scattered clouds
520,Defiance,US,41.3334,-84.45,70.09,88,90,5.75,overcast clouds
521,Okha,RU,53.5739,142.9478,35.13,95,100,14.94,light rain
522,Houma,US,29.5958,-90.7195,80.01,78,40,11.5,scattered clouds
523,Naze,JP,28.3667,129.4833,71.87,86,100,7.49,overcast clouds
524,Acajutla,SV,13.5928,-89.8275,84.79,64,94,3.85,overcast clouds
525,Dunmore Town,BS,25.5,-76.65,75.29,65,55,12.44,broken clouds
526,Tateyama,JP,34.9833,139.8667,69.03,80,100,12.55,overcast clouds
527,Darnah,LY,32.767,22.6367,74.64,48,0,9.08,clear sky
528,Manggar,ID,-2.8833,108.2667,82.78,76,23,7.16,few clouds
529,Kuytun,RU,54.3419,101.5036,49.12,88,100,11.52,light rain
530,Omsk,RU,55,73.4,78.69,27,0,6.71,clear sky
531,Pangnirtung,CA,66.1451,-65.7125,21.2,79,75,8.05,broken clouds
532,Hatillo,PR,18.4863,-66.8254,88.38,68,3,11.41,clear sky
533,Saldanha,ZA,-33.0117,17.9442,68.05,79,100,7.14,overcast clouds
534,Shizunai,JP,42.3339,142.3669,53.02,91,92,3.8,overcast clouds
535,Kabanjahe,ID,3.1001,98.4908,66.96,97,97,2.51,overcast clouds
536,Danielskuil,ZA,-28.1887,23.5395,65.64,33,2,12.03,clear sky
537,Santa Cruz,BO,-17.8,-63.1667,67.46,42,75,11.5,broken clouds
538,Feijo,BR,-8.1642,-70.3536,73.27,98,100,3.65,overcast clouds
539,Roebourne,AU,-20.7833,117.1333,72.61,51,95,9.44,overcast clouds
540,Aksarka,RU,66.5606,67.7975,45.23,34,65,9.69,broken clouds
541,Tiarei,PF,-17.5333,-149.3333,77.02,75,58,5.17,light rain
542,Eskilstuna,SE,59.3666,16.5077,60.04,80,100,3,overcast clouds
543,Sapele,NG,5.8941,5.6767,92.41,52,82,4.74,broken clouds
544,Champerico,GT,14.3,-91.9167,89.73,71,100,1.92,overcast clouds
545,Troyes,FR,48.3333,4.0833,59.77,72,75,17.27,broken clouds
546,Sur,OM,22.5667,59.5289,98.73,37,0,11.14,clear sky
547,Pictou,CA,45.6834,-62.7153,52.59,47,3,12.12,clear sky
548,Mulhouse,FR,47.6667,7.4167,68.88,54,75,8.99,broken clouds
549,Swellendam,ZA,-34.0226,20.4417,66.58,46,100,1.5,overcast clouds
550,Chapais,CA,49.7834,-74.8492,46.18,29,44,6.49,scattered clouds
551,Vidim,RU,56.4088,103.1106,44.31,98,100,5.26,overcast clouds
552,Tobol,KZ,52.6844,62.5794,90.54,21,62,9.62,broken clouds
553,Duncan,US,34.5023,-97.9578,68.22,94,90,9.22,overcast clouds
554,Bontang,ID,0.1333,117.5,81.81,81,46,6.4,scattered clouds
555,Bolotnoye,RU,55.6717,84.3981,62.38,64,16,7.7,few clouds
556,Constitucion,CL,-35.3333,-72.4167,56.59,64,0,4.5,clear sky
557,Huilong,CN,31.8111,121.655,74.03,78,75,10.71,broken clouds
558,Niksic,ME,42.7731,18.9445,80.76,56,21,8.46,few clouds
559,Asau,RO,46.4333,26.4,69.4,51,53,6.78,broken clouds
560,Mount Isa,AU,-20.7333,139.5,60.57,59,10,0,clear sky
561,Okhotsk,RU,59.3833,143.3,35.02,85,100,3.11,overcast clouds
562,Kalabo,ZM,-14.97,22.6814,80.37,25,2,9.78,clear sky
563,Vostok,RU,46.4856,135.8833,42.85,98,100,1.21,moderate rain
564,Minas De Barroteran,MX,27.6333,-101.2833,74.91,77,58,6.8,broken clouds
565,Namwala,ZM,-15.7504,26.4384,73.38,39,86,7.14,overcast clouds
566,Cam Ranh,VN,11.9214,109.1591,82.36,86,40,7.18,scattered clouds
567,Dukhovshchina,RU,55.1919,32.4111,59.49,57,83,7.96,broken clouds
568,Alice Springs,AU,-23.7,133.8833,67.55,36,7,9.91,clear sky
569,Nichinan,JP,31.6,131.3667,66.76,91,99,4.18,overcast clouds
570,Flinders,AU,-34.5833,150.8552,60.39,92,78,1.01,broken clouds
571,Rapid City,US,44.0805,-103.231,63.14,39,1,3,clear sky
572,Ziri,SI,46.0422,14.1072,55.29,99,100,3.85,light rain
573,Udachnyy,RU,66.4167,112.4,44.67,48,12,6.8,few clouds
574,Yarega,RU,63.4354,53.5765,51.17,94,100,4.79,overcast clouds
575,Mamaku,NZ,-38.1,176.0833,49.96,74,94,10.27,overcast clouds
576,Corinto,GR,37.9407,22.9573,93.83,30,0,1.01,clear sky
577,Onalaska,US,43.8844,-91.2351,75.29,73,20,11.5,few clouds
578,Menongue,AO,-14.6585,17.691,78.66,25,0,8.32,clear sky
579,Itupeva,BR,-23.1531,-47.0578,69.01,40,0,6.55,clear sky
580,Mushie,CD,-3.0167,16.9,90.54,48,97,5.03,overcast clouds
581,Juneau,US,58.3019,-134.4197,44.22,99,77,3.36,broken clouds
582,San Pedro,PH,14.35,121.0167,85.23,75,20,3.76,few clouds
583,Banda Aceh,ID,5.5577,95.3222,82.2,80,100,12.35,overcast clouds
584,Samarai,PG,-10.6167,150.6667,79.95,71,86,16.4,overcast clouds
585,Kalmunai,LK,7.4167,81.8167,81.9,77,100,13.58,overcast clouds
586,Mwene-Ditu,CD,-7,23.45,83.5,33,99,4.92,overcast clouds
587,Markova,UA,48.6758,24.4138,65.79,54,94,8.68,overcast clouds
588,La Palma,US,33.8464,-118.0467,72.1,77,1,0,clear sky
589,Jiblah,YE,13.9216,44.1467,76.95,27,81,7.23,broken clouds
590,Bagado,CO,5.4116,-76.4152,81.99,82,71,2.71,broken clouds
591,Kurchum,KZ,48.5722,83.6542,71.96,52,63,12.55,broken clouds
592,Ossora,RU,59.2353,163.0719,31.96,87,22,7.11,few clouds
593,Morant Bay,JM,17.8815,-76.4093,85.62,72,92,11.07,overcast clouds
594,Tocache,PE,-8.1842,-76.5125,73.36,91,79,1.05,broken clouds
595,The Valley,AI,18.217,-63.0578,85.1,70,20,18.41,few clouds
596,Salalah,OM,17.0151,54.0924,87.89,70,40,11.5,scattered clouds
597,Brzesko,PL,49.9691,20.6061,70.84,51,100,3,overcast clouds
598,Ceres,US,37.5949,-120.9577,60.21,71,1,0,clear sky
599,San Rafael,AR,-34.6177,-68.3301,57.47,28,0,3.8,clear sky
600,Limon,CR,10,-83.0333,75.09,100,75,5.75,broken clouds
601,Mariental,NA,-24.6333,17.9667,78.89,18,51,8.01,broken clouds
602,Biak,ID,-0.9131,122.8766,76.57,81,99,4.81,overcast clouds
603,Shenzhen,CN,22.5455,114.0683,86.22,71,100,4.09,overcast clouds
604,Bicaz Chei,RO,46.8167,25.8833,71.78,42,10,2.08,clear sky
605,Prainha,BR,-1.8,-53.48,85.1,66,94,4.07,overcast clouds
606,Dawei,MM,14.0833,98.2,78.31,93,59,8.12,broken clouds
607,Natal,BR,-5.795,-35.2094,86.65,61,75,13.47,broken clouds
608,Dargaville,NZ,-35.9333,173.8833,53.87,76,95,9.55,overcast clouds
609,Tyrma,RU,50.0833,132.1667,43.43,95,96,3.44,light rain
610,Melenki,RU,55.3343,41.6295,66.74,51,100,7.31,overcast clouds
611,Lianzhou,CN,24.7811,112.3825,66.65,97,94,2.62,overcast clouds
612,Flin Flon,CA,54.7682,-101.865,48.04,80,90,9.82,overcast clouds
613,Carroll,US,39.5501,-77.0164,64.72,80,90,1.01,overcast clouds
614,Omboue,GA,-1.5746,9.2618,82.81,77,96,9.37,light rain
615,Ahipara,NZ,-35.1667,173.1667,56.1,68,100,14.65,overcast clouds
616,Karacakoy,TR,41.4029,28.3834,80.64,70,96,12.5,overcast clouds
617,Paragominas,BR,-2.9667,-47.4833,86.31,62,96,4.43,light rain
618,Kushmurun,KZ,52.4503,64.6311,89.24,25,36,7.36,scattered clouds
619,Ternate,ID,0.8,127.4,81.97,76,100,5.1,overcast clouds
620,Namatanai,PG,-3.6667,152.4333,79.32,87,100,5.95,moderate rain
621,Krasnoselkup,RU,65.7,82.4667,38.57,57,43,23.73,scattered clouds
622,Santa Maria,BR,-29.6842,-53.8069,56.37,68,9,11.32,clear sky
623,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,65.73,33,99,7.09,overcast clouds
624,Pilar,BR,-9.5972,-35.9567,84.13,64,78,8.08,broken clouds
625,Garachine,PA,8.0647,-78.3628,82.38,78,66,1.39,broken clouds
626,Puerto Madryn,AR,-42.7692,-65.0385,56.71,54,100,19.66,overcast clouds
627,Savannakhet,LA,16.566,104.751,76.17,89,94,5.03,moderate rain
628,Two Rivers,US,44.1539,-87.5693,60.55,99,90,3,overcast clouds
629,Rawson,AR,-43.3002,-65.1023,59.7,47,100,22.84,overcast clouds
630,Noumea,NC,-22.2763,166.4572,70,99,0,9.44,clear sky
631,Arcata,US,40.8665,-124.0828,51.64,69,90,1.99,overcast clouds
632,Eyl,SO,7.9803,49.8164,90.84,45,31,20.71,scattered clouds
633,Sydney,AU,-33.8679,151.2073,60.1,92,75,3,broken clouds
634,Margate,GB,51.3813,1.3862,58.17,53,93,7,overcast clouds
635,Namibe,AO,-15.1961,12.1522,82.36,54,0,11.01,clear sky
636,Kruisfontein,ZA,-34.0033,24.7314,82.02,20,100,11.54,overcast clouds
637,Batemans Bay,AU,-35.7167,150.1833,54.91,95,99,4.25,overcast clouds
638,Makurdi,NG,7.7411,8.5121,97.23,42,92,3.47,overcast clouds
639,Adana,TR,36.985,35.2881,90.12,32,0,16.11,clear sky
640,Hobe Sound,US,27.0595,-80.1364,82.98,53,20,7.92,few clouds
641,Soyo,AO,-6.1349,12.3689,83.68,72,92,12.17,overcast clouds
642,Vila Velha,BR,-20.3297,-40.2925,84.15,66,0,13,clear sky
643,Maku,IR,39.2911,44.4521,61.59,60,100,9.33,overcast clouds
644,Krasnoarmeysk,RU,51.0239,45.6969,73.15,59,100,12.1,overcast clouds
645,Buchanan,LR,5.8808,-10.0467,84.96,74,50,7.63,moderate rain
646,Abu Dhabi,AE,24.4667,54.3667,98.71,65,0,16.49,clear sky
647,Radhanpur,IN,23.8333,71.6,97.48,26,0,8.77,clear sky
648,Skibbereen,IE,51.55,-9.2667,57,62,16,19.44,few clouds
649,Augusto Correa,BR,-1.0217,-46.635,87.17,62,100,7.38,overcast clouds
650,Sayat,TM,38.7839,63.8803,96.67,8,0,3.2,clear sky
651,Solenzo,BF,12.1833,-4.0833,103.08,22,89,4.21,overcast clouds
652,Itajuba,BR,-22.4256,-45.4528,71.76,57,93,3.91,overcast clouds
653,Santo Antonio Do Ica,BR,-3.1022,-67.9397,85.21,72,58,2.53,broken clouds
654,Eenhana,NA,-17.4667,16.3333,82.15,19,0,8.81,clear sky
655,Oyama,JP,36.3,139.8,73.58,52,100,8.43,overcast clouds
656,Sungaipenuh,ID,-2.0833,101.3833,66.92,97,99,2.17,overcast clouds
657,Ust-Nera,RU,64.5667,143.2,42.21,70,100,2.06,overcast clouds
658,Touho,NC,-20.7833,165.2333,67.59,73,0,7.31,clear sky
659,Humaita,BR,-7.5061,-63.0208,83.61,73,98,3.87,light rain
660,Pitimbu,BR,-7.4706,-34.8086,84.79,69,77,13.33,broken clouds
661,Beitbridge,ZW,-22.2167,30,75.9,32,0,6.55,clear sky
662,Amahai,ID,-3.3333,128.9167,77.13,86,100,2.33,overcast clouds
663,Tripoli,LY,32.8752,13.1875,82.87,48,99,9.35,overcast clouds
664,Santarem,BR,-2.4431,-54.7083,82.53,89,75,8.05,broken clouds
665,Pechora,RU,65.1472,57.2244,51.21,26,100,8.9,overcast clouds
666,Nalut,LY,30.3333,10.85,105.64,8,80,9.42,broken clouds
667,Sharkan,RU,57.2989,53.8712,71.17,65,92,9.13,overcast clouds
668,Buraydah,SA,26.326,43.975,106.25,6,21,18.57,few clouds
669,Gayny,RU,60.3071,54.3241,62.94,67,86,7.99,overcast clouds
670,Orbetello,IT,42.4408,11.2196,75.38,84,100,15.59,overcast clouds
671,Ulladulla,AU,-35.35,150.4667,58.87,93,86,4.94,overcast clouds
672,Mareeba,AU,-17,145.4333,66.92,99,78,1.88,broken clouds
673,Lesosibirsk,RU,58.2358,92.4828,52.23,88,100,10.83,light rain
674,Can,TR,40.0333,27.0524,83.05,50,0,10.45,clear sky
675,Kismayo,SO,-0.3582,42.5454,80.85,69,8,19.15,clear sky
676,Cabedelo,BR,-6.9811,-34.8339,84.87,71,57,12.26,broken clouds
677,Zambezi,ZM,-13.5432,23.1047,80.29,25,0,9.66,clear sky
678,Turukhansk,RU,65.8167,87.9833,38.86,68,100,19.13,overcast clouds
679,Belyy Yar,RU,53.6039,91.3903,66.09,67,0,6.69,clear sky
680,Itarema,BR,-2.9248,-39.9167,85.71,64,86,14.16,overcast clouds
681,Kendari,ID,-3.945,122.4989,76.17,90,95,1.41,overcast clouds
682,Leh,IN,34.1667,77.5833,45.25,38,40,4.59,scattered clouds
683,Tongzi,CN,28.7829,105.0877,65.55,82,47,2.71,light rain
684,Aitape,PG,-3.1374,142.3475,79.63,85,96,2.06,heavy intensity rain
685,Yasnyy,RU,51.0333,59.8742,87.57,24,4,3.4,clear sky
686,Haines Junction,CA,60.7522,-137.5108,40.95,81,100,4.61,moderate rain
687,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,63,91,11.03,overcast clouds
688,Brewster,US,41.3973,-73.6171,65.08,66,90,1.99,overcast clouds
689,Abalak,RU,58.1286,68.5944,72.63,51,5,4.7,clear sky
690,Murindo,CO,6.9848,-76.7544,82.65,80,74,2.51,broken clouds
691,Vallenar,CL,-28.5708,-70.7581,69.49,21,16,1.81,few clouds
692,Sande,DE,53.5049,8.0142,59.18,91,100,10.29,light rain
693,Kachiry,KZ,53.0675,76.1036,78.94,39,100,7.52,overcast clouds
694,Inta,RU,66.0317,60.1659,48.67,29,100,11.39,overcast clouds
695,Belaya Gora,RU,68.5333,146.4167,44.8,62,46,5.79,scattered clouds
696,Sabzevar,IR,36.2126,57.6819,87.08,16,40,16.11,scattered clouds
697,Terrace,CA,54.5163,-128.6035,48.11,87,75,0,broken clouds
698,Port Hawkesbury,CA,45.6169,-61.3485,50.92,65,20,13,few clouds
699,Kibara,TZ,-2.15,33.45,77.88,58,8,7.85,clear sky
700,Kroya,ID,-7.6331,109.2461,79.2,87,86,6.62,overcast clouds
